"filename", "language", "HTML", "JavaScript", "JSON", "Markdown", "XML", "JavaScript JSX", "PostCSS", "comment", "blank", "total"
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Dashboard\Dashbar\ProductCatalog\ProductForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 875, 0, 64, 55, 994
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Dashboard\Dashbar\Users\DeleteUser.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 169, 0, 3, 10, 182
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Dashboard\Dashbar\Users\EditUser.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 283, 0, 17, 22, 322
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Dashboard\Dashbar\Users\Users.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 359, 0, 11, 23, 393
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Dashboard\ExportModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 73, 0, 1, 7, 81
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Dashboard\ViewBox.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 18, 0, 0, 4, 22
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Global\Card.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 50, 0, 8, 8, 66
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Global\Footer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 84, 0, 4, 6, 94
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Global\Loader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 73, 0, 10, 12, 95
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Global\Logout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 32, 0, 2, 5, 39
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Global\Navbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 75, 0, 2, 6, 83
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\GoogleAuthSuccess.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 67, 0, 6, 13, 86
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Home\ActionFigureSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 41, 0, 3, 6, 50
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Home\Banner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 27, 0, 2, 4, 33
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Home\CardSlider.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 7, 92
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Home\ClothesSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 96, 0, 1, 9, 106
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Home\ComicsSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 36, 0, 1, 3, 40
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\ProtectedRoute.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 29, 0, 4, 8, 41
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Shop\ActiveFiltersDisplay.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 152, 0, 14, 20, 186
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Shop\FilterBar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 243, 0, 25, 25, 293
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Shop\Pagination.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 47, 0, 0, 7, 54
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Shop\ProductGrid.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 80, 0, 8, 14, 102
"c:\Users\Thunder Flash\Desktop\DualRepo\client\src\components\Shop\ProductNav.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 48, 0, 6, 5, 59
